"no","pref","name","kana","status","rgst","updt","created_id","updated_id"
"0205621","20","木島平村","キジマダイラムラ","0",,,,
"0205630","20","野沢温泉村","ノザワオンセンムラ","0",,,,
"0205834","20","信濃町","シナノマチ","0",,,,
"0205885","20","小川村","オガワムラ","0",,,,
"0205907","20","飯綱町","イイヅナマチ","0",,,,
"0206024","20","栄村","サカエムラ","0",,,,
"0210005","21",,,"X",,,,
"0212016","21","岐阜市","ギフシ","1",,,,
"0212024","21","大垣市","オオガキシ","1",,,,
"0212032","21","高山市","タカヤマシ","1",,,,
"0212041","21","多治見市","タジミシ","1",,,,
"0212059","21","関市","セキシ","1",,,,
"0212067","21","中津川市","ナカツガワシ","1",,,,
"0212075","21","美濃市","ミノシ","1",,,,
"0212083","21","瑞浪市","ミズナミシ","1",,,,
"0212091","21","羽島市","ハシマシ","1",,,,
"0212105","21","恵那市","エナシ","1",,,,
"0212113","21","美濃加茂市","ミノカモシ","1",,,,
"0212121","21","土岐市","トキシ","1",,,,
"0212130","21","各務原市","カカミガハラシ","1",,,,
"0212148","21","可児市","カニシ","1",,,,
"0212156","21","山県市","ヤマガタシ","1",,,,
"0212164","21","瑞穂市","ミズホシ","1",,,,
"0212172","21","飛騨市","ヒダシ","1",,,,
"0212181","21","本巣市","モトスシ","1",,,,
"0212199","21","郡上市","グジョウシ","1",,,,
"0212202","21","下呂市","ゲロシ","1",,,,
"0212211","21","海津市","カイヅシ","1",,,,
"0213021","21","岐南町","ギナンチョウ","0",,,,
"0213039","21","笠松町","カサマツチョウ","0",,,,
"0213411","21","養老町","ヨウロウチョウ","0",,,,
"0213616","21","垂井町","タルイチョウ","0",,,,
"0213624","21","関ケ原町","セキガハラチョウ","0",,,,
"0213811","21","神戸町","ゴウドチョウ","0",,,,
"0213829","21","輪之内町","ワノウチチョウ","0",,,,
"0213837","21","安八町","アンパチチョウ","0",,,,
"0214019","21","揖斐川町","イビガワチョウ","0",,,,
"0214035","21","大野町","オオノチョウ","0",,,,
"0214043","21","池田町","イケダチョウ","0",,,,
"0214213","21","北方町","キタガタチョウ","0",,,,
"0215015","21","坂祝町","サカホギチョウ","0",,,,
"0215023","21","富加町","トミカチョウ","0",,,,
"0215031","21","川辺町","カワベチョウ","0",,,,
"0215040","21","七宗町","ヒチソウチョウ","0",,,,
"0215058","21","八百津町","ヤオツチョウ","0",,,,
"0215066","21","白川町","シラカワチョウ","0",,,,
"0215074","21","東白川村","ヒガシシラカワムラ","0",,,,
"0215210","21","御嵩町","ミタケチョウ","0",,,,
"0216046","21","白川村","シラカワムラ","0",,,,
"0220001","22",,,"X",,,,
"0221007","22","静岡市","シズオカシ","1",,,,
"0221015","22","静岡市葵区","シズオカシアオイク","1",,,,
"0221023","22","静岡市駿河区","シズオカシスルガク","1",,,,
"0221031","22","静岡市清水区","シズオカシシミズク","1",,,,
"0221309","22","浜松市","ハママツシ","1",,,,
"0221317","22","浜松市中区","ハママツシナカク","1",,,,
"0221325","22","浜松市東区","ハママツシヒガシク","1",,,,
"0221333","22","浜松市西区","ハママツシニシク","1",,,,
"0221341","22","浜松市南区","ハママツシミナミク","1",,,,
"0221350","22","浜松市北区","ハママツシキタク","1",,,,
"0221368","22","浜松市浜北区","ハママツシハマキタク","1",,,,
"0221376","22","浜松市天竜区","ハママツシテンリュウク","1",,,,
"0222038","22","沼津市","ヌマヅシ","1",,,,
"0222054","22","熱海市","アタミシ","1",,,,
"0222062","22","三島市","ミシマシ","1",,,,
"0222071","22","富士宮市","フジノミヤシ","1",,,,
"0222089","22","伊東市","イトウシ","1",,,,
"0222097","22","島田市","シマダシ","1",,,,
"0222101","22","富士市","フジシ","1",,,,
"0222119","22","磐田市","イワタシ","1",,,,
"0222127","22","焼津市","ヤイヅシ","1",,,,
"0222135","22","掛川市","カケガワシ","1",,,,
"0222143","22","藤枝市","フジエダシ","1",,,,
"0222151","22","御殿場市","ゴテンバシ","1",,,,
"0222160","22","袋井市","フクロイシ","1",,,,
"0222194","22","下田市","シモダシ","1",,,,
"0222208","22","裾野市","スソノシ","1",,,,
"0222216","22","湖西市","コサイシ","1",,,,
"0222224","22","伊豆市","イズシ","1",,,,
"0222232","22","御前崎市","オマエザキシ","1",,,,
"0222241","22","菊川市","キクガワシ","1",,,,
"0222259","22","伊豆の国市","イズノクニシ","1",,,,
"0222267","22","牧之原市","マキノハラシ","1",,,,
"0223018","22","東伊豆町","ヒガシイズチョウ","0",,,,
"0223026","22","河津町","カワヅチョウ","0",,,,
"0223042","22","南伊豆町","ミナミイズチョウ","0",,,,
"0223051","22","松崎町","マツザキチョウ","0",,,,
"0223069","22","西伊豆町","ニシイズチョウ","0",,,,
"0223255","22","函南町","カンナミチョウ","0",,,,
"0223417","22","清水町","シミズチョウ","0",,,,
"0223425","22","長泉町","ナガイズミチョウ","0",,,,
"0223441","22","小山町","オヤマチョウ","0",,,,
"0224243","22","吉田町","ヨシダチョウ","0",,,,
"0224294","22","川根本町","カワネホンチョウ","0",,,,
"0224618","22","森町","モリマチ","0",,,,
"0230006","23",,,"X",,,,
"0231002","23","名古屋市","ナゴヤシ","1",,,,
"0231011","23","名古屋市千種区","ナゴヤシチクサク","1",,,,
"0231029","23","名古屋市東区","ナゴヤシヒガシク","1",,,,
"0231037","23","名古屋市北区","ナゴヤシキタク","1",,,,
"0231045","23","名古屋市西区","ナゴヤシニシク","1",,,,
"0231053","23","名古屋市中村区","ナゴヤシナカムラク","1",,,,
"0231061","23","名古屋市中区","ナゴヤシナカク","1",,,,
"0231070","23","名古屋市昭和区","ナゴヤシショウワク","1",,,,
"0231088","23","名古屋市瑞穂区","ナゴヤシミズホク","1",,,,
"0231096","23","名古屋市熱田区","ナゴヤシアツタク","1",,,,
"0231100","23","名古屋市中川区","ナゴヤシナカガワク","1",,,,
"0231118","23","名古屋市港区","ナゴヤシミナトク","1",,,,
"0231126","23","名古屋市南区","ナゴヤシミナミク","1",,,,
"0231134","23","名古屋市守山区","ナゴヤシモリヤマク","1",,,,
"0231142","23","名古屋市緑区","ナゴヤシミドリク","1",,,,
"0231151","23","名古屋市名東区","ナゴヤシメイトウク","1",,,,
"0231169","23","名古屋市天白区","ナゴヤシテンパクク","1",,,,
"0232017","23","豊橋市","トヨハシシ","1",,,,
"0232025","23","岡崎市","オカザキシ","1",,,,
"0232033","23","一宮市","イチノミヤシ","1",,,,
"0232041","23","瀬戸市","セトシ","1",,,,
"0232050","23","半田市","ハンダシ","1",,,,
"0232068","23","春日井市","カスガイシ","1",,,,
"0232076","23","豊川市","トヨカワシ","1",,,,
"0232084","23","津島市","ツシマシ","1",,,,
"0232092","23","碧南市","ヘキナンシ","1",,,,
"0232106","23","刈谷市","カリヤシ","1",,,,
"0232114","23","豊田市","トヨタシ","1",,,,
"0232122","23","安城市","アンジョウシ","1",,,,
"0232131","23","西尾市","ニシオシ","1",,,,
"0232149","23","蒲郡市","ガマゴオリシ","1",,,,
"0232157","23","犬山市","イヌヤマシ","1",,,,
"0232165","23","常滑市","トコナメシ","1",,,,
"0232173","23","江南市","コウナンシ","1",,,,
"0232190","23","小牧市","コマキシ","1",,,,
"0232203","23","稲沢市","イナザワシ","1",,,,
"0232211","23","新城市","シンシロシ","1",,,,
"0232220","23","東海市","トウカイシ","1",,,,
"0232238","23","大府市","オオブシ","1",,,,
"0232246","23","知多市","チタシ","1",,,,
"0232254","23","知立市","チリュウシ","1",,,,
"0232262","23","尾張旭市","オワリアサヒシ","1",,,,
"0232271","23","高浜市","タカハマシ","1",,,,
"0232289","23","岩倉市","イワクラシ","1",,,,
"0232297","23","豊明市","トヨアケシ","1",,,,
"0232301","23","日進市","ニッシンシ","1",,,,
"0232319","23","田原市","タハラシ","1",,,,
"0232327","23","愛西市","アイサイシ","1",,,,
"0232335","23","清須市","キヨスシ","1",,,,
"0232343","23","北名古屋市","キタナゴヤシ","1",,,,
"0232351","23","弥富市","ヤトミシ","1",,,,
"0232360","23","みよし市","ミヨシシ","1",,,,
"0232378","23","あま市","アマシ","1",,,,
"0232386","23","長久手市","ナガクテシ","1",,,,
"0233021","23","東郷町","トウゴウチョウ","0",,,,
"0233421","23","豊山町","トヨヤマチョウ","0",,,,
"0233617","23","大口町","オオグチチョウ","0",,,,
"0233625","23","扶桑町","フソウチョウ","0",,,,
"0234249","23","大治町","オオハルチョウ","0",,,,
"0234257","23","蟹江町","カニエチョウ","0",,,,
"0234273","23","飛島村","トビシマムラ","0",,,,
"0234419","23","阿久比町","アグイチョウ","0",,,,
"0234427","23","東浦町","ヒガシウラチョウ","0",,,,
"0234451","23","南知多町","ミナミチタチョウ","0",,,,
"0234460","23","美浜町","ミハマチョウ","0",,,,
"0234478","23","武豊町","タケトヨチョウ","0",,,,
"0235016","23","幸田町","コウタチョウ","0",,,,
"0235610","23","設楽町","シタラチョウ","0",,,,
"0235628","23","東栄町","トウエイチョウ","0",,,,
"0235636","23","豊根村","トヨネムラ","0",,,,
"0240001","24",,,"X",,,,
"0242012","24","津市","ツシ","1",,,,
"0242021","24","四日市市","ヨッカイチシ","1",,,,
"0242039","24","伊勢市","イセシ","1",,,,
"0242047","24","松阪市","マツサカシ","1",,,,
"0242055","24","桑名市","クワナシ","1",,,,
"0242071","24","鈴鹿市","スズカシ","1",,,,
"0242080","24","名張市","ナバリシ","1",,,,
"0242098","24","尾鷲市","オワセシ","1",,,,
"0242101","24","亀山市","カメヤマシ","1",,,,
"0242110","24","鳥羽市","トバシ","1",,,,
"0242128","24","熊野市","クマノシ","1",,,,
"0242144","24","いなべ市","イナベシ","1",,,,
"0242152","24","志摩市","シマシ","1",,,,
"0242161","24","伊賀市","イガシ","1",,,,
"0243035","24","木曽岬町","キソサキチョウ","0",,,,
"0243248","24","東員町","トウインチョウ","0",,,,
"0243418","24","菰野町","コモノチョウ","0",,,,
"0243434","24","朝日町","アサヒチョウ","0",,,,
"0243442","24","川越町","カワゴエチョウ","0",,,,
"0244414","24","多気町","タキチョウ","0",,,,
"0244422","24","明和町","メイワチョウ","0",,,,
"0244431","24","大台町","オオダイチョウ","0",,,,
"0244619","24","玉城町","タマキチョウ","0",,,,
"0244708","24","度会町","ワタライチョウ","0",,,,
"0244716","24","大紀町","タイキチョウ","0",,,,
"0244724","24","南伊勢町","ミナミイセチョウ","0",,,,
"0245437","24","紀北町","キホクチョウ","0",,,,
"0245615","24","御浜町","ミハマチョウ","0",,,,
"0245623","24","紀宝町","キホウチョウ","0",,,,
"0250007","25",,,"X",,,,
"0252018","25","大津市","オオツシ","1",,,,
"0252026","25","彦根市","ヒコネシ","1",,,,
"0252034","25","長浜市","ナガハマシ","1",,,,
"0252042","25","近江八幡市","オウミハチマンシ","1",,,,
"0252069","25","草津市","クサツシ","1",,,,
"0252077","25","守山市","モリヤマシ","1",,,,
"0252085","25","栗東市","リットウシ","1",,,,
"0252093","25","甲賀市","コウカシ","1",,,,
"0252107","25","野洲市","ヤスシ","1",,,,
"0252115","25","湖南市","コナンシ","1",,,,
"0252123","25","高島市","タカシマシ","1",,,,
"0252131","25","東近江市","ヒガシオウミシ","1",,,,
"0252140","25","米原市","マイバラシ","1",,,,
"0253839","25","日野町","ヒノチョウ","0",,,,
"0253847","25","竜王町","リユウオウチョウ","0",,,,
"0254258","25","愛荘町","アイショウチョウ","0",,,,
"0254410","25","豊郷町","トヨサトチョウ","0",,,,
"0254428","25","甲良町","コウラチョウ","0",,,,
"0254436","25","多賀町","タガチョウ","0",,,,
"0260002","26",,,"X",,,,
"0261009","26","京都市","キョウトシ","1",,,,
"0261017","26","京都市北区","キョウトシキタク","1",,,,
"0261025","26","京都市上京区","キョウトシカミギョウク","1",,,,
"0261033","26","京都市左京区","キョウトシサキョウク","1",,,,
"0261041","26","京都市中京区","キョウトシナカギョウク","1",,,,
"0261050","26","京都市東山区","キョウトシヒガシヤマク","1",,,,
"0261068","26","京都市下京区","キョウトシシモギョウク","1",,,,
"0261076","26","京都市南区","キョウトシミナミク","1",,,,
"0261084","26","京都市右京区","キョウトシウキョウク","1",,,,
"0261092","26","京都市伏見区","キョウトシフシミク","1",,,,
"0261106","26","京都市山科区","キョウトシヤマシナク","1",,,,
"0261114","26","京都市西京区","キョウトシニシキョウク","1",,,,
"0262013","26","福知山市","フクチヤマシ","1",,,,
"0262021","26","舞鶴市","マイヅルシ","1",,,,
"0262030","26","綾部市","アヤベシ","1",,,,
"0262048","26","宇治市","ウジシ","1",,,,
"0262056","26","宮津市","ミヤヅシ","1",,,,
"0262064","26","亀岡市","カメオカシ","1",,,,
"0262072","26","城陽市","ジョウヨウシ","1",,,,
"0262081","26","向日市","ムコウシ","1",,,,
"0262099","26","長岡京市","ナガオカキョウシ","1",,,,
"0262102","26","八幡市","ヤワタシ","1",,,,
"0262111","26","京田辺市","キョウタナベシ","1",,,,
"0262129","26","京丹後市","キョウタンゴシ","1",,,,
"0262137","26","南丹市","ナンタンシ","1",,,,
"0262145","26","木津川市","キヅカワシ","1",,,,
"0263036","26","大山崎町","オオヤマザキチョウ","0",,,,
"0263222","26","久御山町","クミヤマチョウ","0",,,,
"0263435","26","井手町","イデチョウ","0",,,,
"0263443","26","宇治田原町","ウジタワラチョウ","0",,,,
"0263648","26","笠置町","カサギチョウ","0",,,,
"0263656","26","和束町","ワヅカチョウ","0",,,,
"0263664","26","精華町","セイカチョウ","0",,,,
"0263672","26","南山城村","ミナミヤマシロムラ","0",,,,
"0264075","26","京丹波町","キョウタンバチョウ","0",,,,
"0264636","26","伊根町","イネチョウ","0",,,,
"0264652","26","与謝野町","ヨサノチョウ","0",,,,
"0270008","27",,,"X",,,,
"0271004","27","大阪市","オオサカシ","1",,,,
"0271021","27","大阪市都島区","オオサカシミヤコジマク","1",,,,
"0271039","27","大阪市福島区","オオサカシフクシマク","1",,,,
"0271047","27","大阪市此花区","オオサカシコノハナク","1",,,,
"0271063","27","大阪市西区","オオサカシニシク","1",,,,
"0271071","27","大阪市港区","オオサカシミナトク","1",,,,
"0271080","27","大阪市大正区","オオサカシタイショウク","1",,,,
"0271098","27","大阪市天王寺区","オオサカシテンノウジク","1",,,,
"0271110","27","大阪市浪速区","オオサカシナニワク","1",,,,
"0271136","27","大阪市西淀川区","オオサカシニシヨドガワク","1",,,,
"0271144","27","大阪市東淀川区","オオサカシヒガシヨドガワク","1",,,,
"0271152","27","大阪市東成区","オオサカシヒガシナリク","1",,,,
"0271161","27","大阪市生野区","オオサカシイクノク","1",,,,
"0271179","27","大阪市旭区","オオサカシアサヒク","1",,,,
"0271187","27","大阪市城東区","オオサカシジョウトウク","1",,,,
"0271195","27","大阪市阿倍野区","オオサカシアベノク","1",,,,
"0271209","27","大阪市住吉区","オオサカシスミヨシク","1",,,,
"0271217","27","大阪市東住吉区","オオサカシヒガシスミヨシク","1",,,,
"0271225","27","大阪市西成区","オオサカシニシナリク","1",,,,
"0271233","27","大阪市淀川区","オオサカシヨドガワク","1",,,,
"0271241","27","大阪市鶴見区","オオサカシツルミク","1",,,,
"0271250","27","大阪市住之江区","オオサカシスミノエク","1",,,,
"0271268","27","大阪市平野区","オオサカシヒラノク","1",,,,
"0271276","27","大阪市北区","オオサカシキタク","1",,,,
"0271284","27","大阪市中央区","オオサカシチュウオウク","1",,,,
"0271403","27","堺市","サカイシ","1",,,,
"0271411","27","堺市堺区","サカイシサカイク","1",,,,
"0271420","27","堺市中区","サカイシナカク","1",,,,
"0271438","27","堺市東区","サカイシヒガシク","1",,,,
"0271446","27","堺市西区","サカイシニシク","1",,,,
"0271454","27","堺市南区","サカイシミナミク","1",,,,
"0271462","27","堺市北区","サカイシキタク","1",,,,
"0271471","27","堺市美原区","サカイシミハラク","1",,,,
"0272027","27","岸和田市","キシワダシ","1",,,,
"0272035","27","豊中市","トヨナカシ","1",,,,
"0272043","27","池田市","イケダシ","1",,,,
"0272051","27","吹田市","スイタシ","1",,,,
"0272060","27","泉大津市","イズミオオツシ","1",,,,
"0272078","27","高槻市","タカツキシ","1",,,,
"0272086","27","貝塚市","カイヅカシ","1",,,,
"0272094","27","守口市","モリグチシ","1",,,,
"0272108","27","枚方市","ヒラカタシ","1",,,,
"0272116","27","茨木市","イバラキシ","1",,,,
"0272124","27","八尾市","ヤオシ","1",,,,
"0272132","27","泉佐野市","イズミサノシ","1",,,,
"0272141","27","富田林市","トンダバヤシシ","1",,,,
"0272159","27","寝屋川市","ネヤガワシ","1",,,,
"0272167","27","河内長野市","カワチナガノシ","1",,,,
"0272175","27","松原市","マツバラシ","1",,,,
"0272183","27","大東市","ダイトウシ","1",,,,
"0272191","27","和泉市","イズミシ","1",,,,
"0272205","27","箕面市","ミノオシ","1",,,,
"0272213","27","柏原市","カシワラシ","1",,,,
"0272221","27","羽曳野市","ハビキノシ","1",,,,
"0272230","27","門真市","カドマシ","1",,,,
"0272248","27","摂津市","セッツシ","1",,,,
"0272256","27","高石市","タカイシシ","1",,,,
"0272264","27","藤井寺市","フジイデラシ","1",,,,
"0272272","27","東大阪市","ヒガシオオサカシ","1",,,,
"0272281","27","泉南市","センナンシ","1",,,,
"0272299","27","四條畷市","シジヨウナワテシ","1",,,,
"0272302","27","交野市","カタノシ","1",,,,
"0272311","27","大阪狭山市","オオサカサヤマシ","1",,,,
"0272329","27","阪南市","ハンナンシ","1",,,,
"0273015","27","島本町","シマモトチョウ","0",,,,
"0273210","27","豊能町","トヨノチョウ","0",,,,
"0273228","27","能勢町","ノセチョウ","0",,,,
"0273414","27","忠岡町","タダオカチョウ","0",,,,
"0273619","27","熊取町","クマトリチョウ","0",,,,
"0273627","27","田尻町","タジリチョウ","0",,,,
"0273660","27","岬町","ミサキチョウ","0",,,,
"0273813","27","太子町","タイシチョウ","0",,,,
"0273821","27","河南町","カナンチョウ","0",,,,
"0273830","27","千早赤阪村","チハヤアカサカムラ","0",,,,
"0280003","28",,,"X",,,,
"0281000","28","神戸市","コウベシ","1",,,,
"0281018","28","神戸市東灘区","コウベシヒガシナダク","1",,,,
"0281026","28","神戸市灘区","コウベシナダク","1",,,,
"0281051","28","神戸市兵庫区","コウベシヒョウゴク","1",,,,
"0281069","28","神戸市長田区","コウベシナガタク","1",,,,
"0281077","28","神戸市須磨区","コウベシスマク","1",,,,
"0281085","28","神戸市垂水区","コウベシタルミク","1",,,,
"0281093","28","神戸市北区","コウベシキタク","1",,,,
"0281107","28","神戸市中央区","コウベシチュウオウク","1",,,,
"0281115","28","神戸市西区","コウベシニシク","1",,,,
"0282014","28","姫路市","ヒメジシ","1",,,,
"0282022","28","尼崎市","アマガサキシ","1",,,,
"0282031","28","明石市","アカシシ","1",,,,
"0282049","28","西宮市","ニシノミヤシ","1",,,,
"0282057","28","洲本市","スモトシ","1",,,,
"0282065","28","芦屋市","アシヤシ","1",,,,
"0282073","28","伊丹市","イタミシ","1",,,,
"0282081","28","相生市","アイオイシ","1",,,,
"0282090","28","豊岡市","トヨオカシ","1",,,,
"0282103","28","加古川市","カコガワシ","1",,,,
"0282120","28","赤穂市","アコウシ","1",,,,
"0282138","28","西脇市","ニシワキシ","1",,,,
"0282146","28","宝塚市","タカラヅカシ","1",,,,
"0282154","28","三木市","ミキシ","1",,,,
"0282162","28","高砂市","タカサゴシ","1",,,,
"0282171","28","川西市","カワニシシ","1",,,,
"0282189","28","小野市","オノシ","1",,,,
"0282197","28","三田市","サンダシ","1",,,,
"0282201","28","加西市","カサイシ","1",,,,
"0282219","28","篠山市","ササヤマシ","1",,,,
"0282227","28","養父市","ヤブシ","1",,,,
"0282235","28","丹波市","タンバシ","1",,,,
"0282243","28","南あわじ市","ミナミアワジシ","1",,,,
"0282251","28","朝来市","アサゴシ","1",,,,
"0282260","28","淡路市","アワジシ","1",,,,
"0282278","28","宍粟市","シソウシ","1",,,,
"0282286","28","加東市","カトウシ","1",,,,
"0282294","28","たつの市","タツノシ","1",,,,
"0283011","28","猪名川町","イナガワチョウ","0",,,,
"0283657","28","多可町","タカチョウ","0",,,,
"0283819","28","稲美町","イナミチョウ","0",,,,
"0283827","28","播磨町","ハリマチョウ","0",,,,
"0284424","28","市川町","イチカワチョウ","0",,,,
"0284432","28","福崎町","フクサキチョウ","0",,,,
"0284467","28","神河町","カミカワチョウ","0",,,,
"0284645","28","太子町","タイシチョウ","0",,,,
"0284815","28","上郡町","カミゴオリチョウ","0",,,,
"0285013","28","佐用町","サヨウチョウ","0",,,,
"0285854","28","香美町","カミチョウ","0",,,,
"0285862","28","新温泉町","シンオンセンチョウ","0",,,,
"0290009","29",,,"X",,,,
"0292010","29","奈良市","ナラシ","1",,,,
"0292028","29","大和高田市","ヤマトタカダシ","1",,,,
"0292036","29","大和郡山市","ヤマトコオリヤマシ","1",,,,
"0292044","29","天理市","テンリシ","1",,,,
"0292052","29","橿原市","カシハラシ","1",,,,
"0292061","29","桜井市","サクライシ","1",,,,
"0292079","29","五條市","ゴジョウシ","1",,,,
"0292087","29","御所市","ゴセシ","1",,,,
"0292095","29","生駒市","イコマシ","1",,,,
"0292109","29","香芝市","カシバシ","1",,,,
"0292117","29","葛城市","カツラギシ","1",,,,
"0292125","29","宇陀市","ウダシ","1",,,,
"0293229","29","山添村","ヤマゾエムラ","0",,,,
"0293423","29","平群町","ヘグリチョウ","0",,,,
"0293431","29","三郷町","サンゴウチョウ","0",,,,
"0293440","29","斑鳩町","イカルガチョウ","0",,,,
"0293458","29","安堵町","アンドチョウ","0",,,,
"0293610","29","川西町","カワニシチョウ","0",,,,
"0293628","29","三宅町","ミヤケチョウ","0",,,,
"0293636","29","田原本町","タワラモトチョウ","0",,,,
"0293857","29","曽爾村","ソニムラ","0",,,,
"0293865","29","御杖村","ミツエムラ","0",,,,
"0294012","29","高取町","タカトリチョウ","0",,,,
"0294021","29","明日香村","アスカムラ","0",,,,
"0294241","29","上牧町","カンマキチョウ","0",,,,
"0294250","29","王寺町","オウジチョウ","0",,,,
"0294268","29","広陵町","コウリヨウチョウ","0",,,,
"0294276","29","河合町","カワイチョウ","0",,,,
"0294411","29","吉野町","ヨシノチョウ","0",,,,
"0294420","29","大淀町","オオヨドチョウ","0",,,,
"0294438","29","下市町","シモイチチョウ","0",,,,
"0294446","29","黒滝村","クロタキムラ","0",,,,
"0294462","29","天川村","テンカワムラ","0",,,,
"0294471","29","野迫川村","ノセガワムラ","0",,,,
"0294497","29","十津川村","トツカワムラ","0",,,,
"0294501","29","下北山村","シモキタヤマムラ","0",,,,
"0294519","29","上北山村","カミキタヤマムラ","0",,,,
"0294527","29","川上村","カワカミムラ","0",,,,
"0294535","29","東吉野村","ヒガシヨシノムラ","0",,,,
"0300004","30",,,"X",,,,
"0302015","30","和歌山市","ワカヤマシ","1",,,,
"0302023","30","海南市","カイナンシ","1",,,,
"0302031","30","橋本市","ハシモトシ","1",,,,
"0302040","30","有田市","アリダシ","1",,,,
"0302058","30","御坊市","ゴボウシ","1",,,,
"0302066","30","田辺市","タナベシ","1",,,,
"0302074","30","新宮市","シングウシ","1",,,,
"0302082","30","紀の川市","キノカワシ","1",,,,
"0302091","30","岩出市","イワデシ","1",,,,
"0303046","30","紀美野町","キミノチョウ","0",,,,
"0303411","30","かつらぎ町","カツラギチョウ","0",,,,
"0303437","30","九度山町","クドヤマチョウ","0",,,,
"0303445","30","高野町","コウヤチョウ","0",,,,
"0303615","30","湯浅町","ユアサチョウ","0",,,,
"0303623","30","広川町","ヒロガワチョウ","0",,,,
"0303666","30","有田川町","アリダガワチョウ","0",,,,
"0303810","30","美浜町","ミハマチョウ","0",,,,
"0303828","30","日高町","ヒダカチョウ","0",,,,
"0303836","30","由良町","ユラチョウ","0",,,,
"0303909","30","印南町","イナミチョウ","0",,,,
"0303917","30","みなべ町","ミナベチョウ","0",,,,
"0303925","30","日高川町","ヒダカガワチョウ","0",,,,
"0304018","30","白浜町","シラハマチョウ","0",,,,
"0304042","30","上富田町","カミトンダチョウ","0",,,,
"0304069","30","すさみ町","スサミチョウ","0",,,,
"0304212","30","那智勝浦町","ナチカツウラチョウ","0",,,,
"0304221","30","太地町","タイジチョウ","0",,,,
"0304247","30","古座川町","コザガワチョウ","0",,,,
"0304271","30","北山村","キタヤマムラ","0",,,,
"0304280","30","串本町","クシモトチョウ","0",,,,
"0310000","31",,,"X",,,,
"0312011","31","鳥取市","トットリシ","1",,,,
"0312029","31","米子市","ヨナゴシ","1",,,,
"0312037","31","倉吉市","クラヨシシ","1",,,,
"0312045","31","境港市","サカイミナトシ","1",,,,
"0313025","31","岩美町","イワミチョウ","0",,,,
"0313254","31","若桜町","ワカサチョウ","0",,,,
"0313289","31","智頭町","チズチョウ","0",,,,
"0313297","31","八頭町","ヤズチョウ","0",,,,
"0313645","31","三朝町","ミササチョウ","0",,,,
"0313700","31","湯梨浜町","ユリハマチョウ","0",,,,
"0313718","31","琴浦町","コトウラチョウ","0",,,,
"0313726","31","北栄町","ホクエイチョウ","0",,,,
"0313840","31","日吉津村","ヒエヅソン","0",,,,
"0313866","31","大山町","ダイセンチョウ","0",,,,
"0313891","31","南部町","ナンブチョウ","0",,,,
"0313904","31","伯耆町","ホウキチョウ","0",,,,
"0314013","31","日南町","ニチナンチョウ","0",,,,
"0314021","31","日野町","ヒノチョウ","0",,,,
"0314030","31","江府町","コウフチョウ","0",,,,
"0320005","32",,,"X",,,,
"0322016","32","松江市","マツエシ","1",,,,
"0322024","32","浜田市","ハマダシ","1",,,,
"0322032","32","出雲市","イズモシ","1",,,,
"0322041","32","益田市","マスダシ","1",,,,
"0322059","32","大田市","オオダシ","1",,,,
"0322067","32","安来市","ヤスギシ","1",,,,
"0322075","32","江津市","ゴウツシ","1",,,,
"0322091","32","雲南市","ウンナンシ","1",,,,
"0323438","32","奥出雲町","オクイズモチョウ","0",,,,
"0323861","32","飯南町","イイナンチョウ","0",,,,
"0324418","32","川本町","カワモトマチ","0",,,,
"0324485","32","美郷町","ミサトチョウ","0",,,,
